responseid,imp_accept,other_accept,self_accept,r10panelpad,opinion_ban,opinion_strength,video_mobile,video_ended,video_error,video_paused,video_played,video_timespent,video_report,r10pad4_comment,fairness,accept,trust,check_outcome,check_politician,r10pad1_9_backward_1,r10pad1_9_backward_2,r10pad1_9_backward_3,r10pad1_9_backward_4,r10pad1_9_backward_5,r10pad1_9_backward_6,r10pad1_9_backward_7,r10pad1_9_backward_8,video,treatment,favorability
1000102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000111,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000112,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000113,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000114,Important,High degree,Low degree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000115,Important,High degree,High degree,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000116,Not important,High degree,Low degree,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000117,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000124,Not important,Low degree,Low degree,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000126,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000127,Important,High degree,High degree,1,Pro,NA,0,1,NA,1,1,86,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000128,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000129,Not important,Low degree,Low degree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000130,Important,High degree,High degree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000131,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000133,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000134,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000136,Important,High degree,High degree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000137,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000140,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000142,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000143,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000146,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000148,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000149,Not important,High degree,High degree,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000150,Important,High degree,High degree,1,Pro,Not important,0,2,NA,2,2,87,1,,5,5,5,1,2,1,1,1,1,1,1,NA,NA,video_antiban_treat,NA,NA
1000151,Not important,High degree,Low degree,1,Pro,Not important,0,1,NA,NA,NA,68,3,,3,NA,3,3,1,NA,NA,NA,NA,NA,NA,1,NA,video_antiban_treat,NA,NA
1000152,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000153,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000155,Not important,Low degree,Low degree,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000156,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000157,Not important,High degree,Low degree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000158,Important,Low degree,Low degree,1,Pro,Not important,0,2,NA,2,2,89,1,,4,4,4,1,2,1,1,1,1,1,1,NA,NA,video_antiban_treat,NA,NA
1000159,Important,High degree,High degree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000160,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000162,Important,High degree,High degree,1,Anti,Not important,1,NA,NA,NA,NA,7,5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable
1000163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000164,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000165,Important,Low degree,High degree,1,Pro,Important,0,1,NA,4,4,192,1,,5,4,3,2,1,NA,NA,1,1,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000166,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000167,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000169,Important,NA,High degree,1,Anti,Not important,0,1,NA,1,1,88,1,,3,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable
1000170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000171,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000174,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000175,Important,High degree,Low degree,1,Pro,Important,1,NA,NA,NA,NA,104,1,,4,4,4,1,NA,1,1,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000176,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000178,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000180,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000181,Important,Low degree,High degree,1,Pro,Not important,0,1,NA,1,1,96,1,,5,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000183,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000185,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000187,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000188,Important,Low degree,High degree,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000191,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000195,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000198,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000199,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000201,Not important,High degree,High degree,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000204,Important,Low degree,High degree,1,Pro,Not important,0,1,NA,1,1,92,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000205,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000211,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000215,Important,High degree,High degree,1,Anti,Not important,0,1,NA,1,2,146,1,,5,4,4,2,1,NA,1,1,NA,NA,NA,1,NA,video_antiban_treat,General Prime,Unfavorable
1000216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000217,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000220,Not important,Low degree,Low degree,1,Pro,Not important,0,1,NA,2,3,119,1,,4,4,4,2,2,1,1,1,1,NA,NA,1,1,video_antiban_treat,NA,NA
1000221,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000222,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000226,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000230,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000232,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000233,Important,Low degree,High degree,1,Pro,Not important,0,NA,NA,NA,1,30,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000234,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000236,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000237,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000239,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000240,Important,High degree,High degree,1,Pro,Not important,0,NA,1,NA,NA,10,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
1000242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,NA,NA
