responseid,imp_accept,other_accept,self_accept,r10panelpad,opinion_ban,opinion_strength,video_mobile,video_ended,video_error,video_paused,video_played,video_timespent,video_report,r10pad4_comment,fairness,accept,trust,check_outcome,check_politician,r10pad1_9_backward_1,r10pad1_9_backward_2,r10pad1_9_backward_3,r10pad1_9_backward_4,r10pad1_9_backward_5,r10pad1_9_backward_6,r10pad1_9_backward_7,r10pad1_9_backward_8,video,treatment,favorability,mcheck_favorability,imp_accept2,other_accept2,self_accept2,opinion_strength2
1001265,4,4,4,1,Anti,3,0,1,NA,1,1,124,1,,4,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1001316,4,4,5,1,Anti,2,0,1,NA,1,1,120,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1001327,3,3,4,1,Anti,4,0,1,NA,1,1,106,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,High degree,Important
1001415,4,4,4,1,Anti,2,1,NA,NA,NA,NA,208,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1001436,4,3,4,1,Anti,2,0,1,NA,1,1,109,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1001468,2,3,1,1,Anti,NA,0,1,NA,1,1,126,1,,5,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,Low degree,NA
1001472,3,3,3,1,Anti,2,1,NA,NA,NA,NA,92,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Not important
1001501,3,3,3,1,Anti,2,0,1,NA,1,1,112,3,,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1001514,NA,NA,NA,1,Anti,2,0,1,NA,2,2,117,1,,5,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,NA,NA,NA,Not important
1001528,3,5,3,1,Anti,4,0,1,NA,2,2,125,1,,5,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,High degree,Low degree,Important
1001560,5,4,4,1,Anti,2,1,NA,NA,NA,NA,119,1,,5,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1001563,4,3,4,1,Anti,2,1,NA,NA,NA,NA,109,1,,4,3,3,2,1,NA,1,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,High degree,Not important
1001605,4,3,4,1,Anti,3,0,1,NA,1,1,103,3,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,Low degree,High degree,Not important
1001631,4,5,5,1,Anti,2,0,1,NA,2,2,119,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Not important
1001635,3,4,4,1,Anti,4,0,1,NA,1,1,125,1,,4,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,High degree,Important
1001666,3,4,4,1,Anti,3,0,1,NA,1,1,90,1,,3,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Not important,High degree,High degree,Not important
1001671,4,4,4,1,Anti,2,0,1,NA,1,1,123,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1001675,5,4,5,1,Anti,2,0,1,NA,1,1,103,1,,5,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1001678,4,4,4,1,Anti,2,0,1,NA,1,1,108,1,,5,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1001683,4,5,4,1,Anti,1,0,1,NA,1,1,106,1,,4,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1001704,4,4,5,1,Anti,3,0,1,NA,NA,1,129,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Not important
1001726,4,3,3,1,Anti,2,1,NA,NA,NA,NA,95,1,,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,Low degree,Low degree,Not important
1001791,4,4,4,1,Anti,2,0,1,NA,1,1,114,1,,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1001838,4,2,4,1,Anti,2,0,1,NA,1,1,105,1,,4,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,High degree,Not important
1001866,5,4,5,1,Anti,3,0,1,NA,1,1,94,1,,5,5,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Not important
1001872,4,4,5,1,Anti,3,0,1,NA,1,1,123,1,,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Not important
1001878,4,4,4,1,Anti,2,0,1,NA,1,1,164,1,,4,NA,4,2,2,NA,NA,NA,NA,NA,NA,NA,1,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1001884,4,3,4,1,Anti,3,0,1,NA,1,1,101,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,Low degree,High degree,Not important
1001892,3,4,3,1,Anti,4,0,1,NA,1,1,136,1,,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,High degree,Low degree,Important
1001957,4,4,4,1,Anti,3,0,1,NA,1,1,91,1,,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1001962,2,3,3,1,Anti,2,0,2,NA,2,2,108,1,,4,4,3,2,1,1,1,1,1,1,1,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1001970,4,4,3,1,Anti,3,0,2,NA,2,2,96,1,,4,5,4,1,2,NA,NA,NA,NA,1,1,NA,1,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,Low degree,Not important
1001996,4,4,4,1,Anti,2,1,NA,NA,NA,NA,110,1,,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1002030,4,3,4,1,Anti,3,1,NA,NA,NA,NA,110,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1002043,4,4,4,1,Anti,2,0,1,NA,1,1,110,1,,3,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1002063,3,3,3,1,Anti,2,0,1,NA,1,1,94,1,,5,4,4,1,2,NA,1,1,1,1,1,1,1,video_antiban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Not important
1002066,3,4,4,1,Anti,2,0,1,NA,NA,1,108,1,,4,4,4,2,2,NA,1,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,High degree,Not important
1002082,4,4,5,1,Anti,2,0,1,NA,4,4,151,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1002097,4,3,4,1,Anti,2,0,1,NA,1,1,154,1,,5,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1002122,4,4,4,1,Anti,3,0,1,NA,1,1,105,1,,2,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Not important
1002211,3,4,3,1,Anti,1,0,1,NA,1,1,131,1,,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1002216,4,4,4,1,Anti,3,0,1,NA,NA,1,125,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1002231,4,3,4,1,NA,3,0,1,NA,1,1,123,3,,4,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1002248,4,3,4,1,Anti,2,0,2,NA,3,3,197,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,Low degree,High degree,Not important
1002301,3,4,3,1,Anti,2,0,1,NA,1,1,101,1,,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1002311,4,4,4,1,Anti,3,0,1,NA,1,3,71,1,,2,NA,2,1,2,NA,NA,NA,1,1,1,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1002322,4,4,4,1,Anti,2,0,1,NA,1,2,126,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1002369,4,4,4,1,Anti,1,0,1,NA,1,1,95,3,,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1002377,4,4,NA,1,Anti,3,0,1,NA,1,1,93,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,High degree,NA,Not important
1002420,3,4,4,1,Anti,3,1,NA,NA,NA,NA,116,3,,4,4,3,2,1,NA,NA,NA,NA,1,1,NA,1,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,High degree,High degree,Not important
1002429,3,4,4,1,Anti,3,0,NA,NA,NA,NA,296,1,,4,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Not important,High degree,High degree,Not important
1002459,4,4,4,1,Anti,4,0,2,NA,2,2,113,1,,5,NA,4,2,1,NA,NA,NA,NA,1,1,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Important
1002612,4,3,4,1,Anti,3,0,1,NA,1,1,144,1,,3,3,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1002614,3,3,3,1,Anti,3,0,1,NA,2,2,135,1,,3,3,2,2,1,1,1,1,1,1,1,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1002624,4,4,4,1,Anti,2,1,NA,NA,NA,NA,100,1,,5,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1002677,4,4,4,1,Anti,3,0,1,NA,1,1,116,1,,3,2,3,2,1,NA,NA,NA,1,NA,NA,1,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1002728,4,4,4,1,Anti,2,0,NA,NA,NA,NA,94,3,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1002784,4,4,4,1,Anti,2,0,1,NA,1,1,107,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1002790,3,4,4,1,Anti,3,0,NA,NA,NA,NA,107,1,,4,4,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,High degree,High degree,Not important
1002823,3,3,3,1,Anti,2,0,1,NA,1,2,206,1,,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1002845,4,3,3,1,Anti,4,0,1,NA,NA,1,108,1,,4,NA,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,Low degree,Important
1002867,3,3,4,1,Anti,3,0,1,NA,1,1,91,3,,3,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,Low degree,High degree,Not important
1002880,1,4,4,1,Anti,3,0,1,NA,1,1,108,1,,5,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,High degree,High degree,Not important
1002882,4,4,3,1,Anti,2,1,NA,NA,NA,NA,112,1,,3,4,4,1,2,1,1,1,1,1,1,1,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,Low degree,Not important
1002895,4,4,3,1,Anti,3,0,1,NA,NA,1,132,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,Low degree,Not important
1002949,4,3,3,1,Anti,3,0,1,NA,2,2,127,1,,5,5,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,Low degree,Not important
1002962,NA,NA,NA,1,NA,2,0,2,NA,2,3,96,1,,4,3,3,2,2,1,1,1,1,1,1,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,NA,NA,NA,Not important
1002964,4,4,4,1,Anti,3,0,1,NA,1,1,104,1,,3,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1002972,4,4,4,1,Anti,2,1,NA,NA,NA,NA,204,1,,4,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1002982,4,4,4,1,Anti,3,0,1,NA,1,1,110,1,,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Not important
1003019,3,3,4,1,Anti,2,1,NA,NA,NA,NA,170,1,,3,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,High degree,Not important
1003129,3,3,3,1,Anti,2,1,NA,NA,NA,NA,133,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Not important
1003150,1,4,NA,1,Anti,3,1,NA,NA,NA,NA,104,1,,4,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,High degree,NA,Not important
1003158,3,3,2,1,Anti,3,1,NA,NA,NA,NA,113,1,,4,5,3,1,2,NA,NA,NA,NA,NA,NA,NA,1,video_antiban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Not important
1003218,3,4,3,1,Anti,2,1,NA,NA,NA,NA,117,1,,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1003226,4,4,4,1,Anti,2,1,NA,NA,NA,NA,109,1,,4,4,4,2,1,1,1,1,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1003273,3,3,3,1,Anti,2,1,NA,NA,NA,NA,82,3,,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Not important
1003280,4,NA,4,1,Anti,3,0,1,NA,1,1,129,1,,5,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,NA,High degree,Not important
1003744,3,4,4,1,Anti,3,0,1,NA,1,1,102,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,High degree,Not important
1003878,3,4,4,1,Anti,2,0,1,NA,1,1,111,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,High degree,High degree,Not important
1003976,4,4,NA,1,Anti,2,0,1,NA,1,1,111,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,NA,Not important
1004292,3,4,4,1,Anti,2,1,NA,NA,NA,NA,99,1,,3,5,4,1,2,NA,1,1,1,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,High degree,High degree,Not important
1004374,4,4,4,1,Anti,4,1,NA,NA,NA,NA,86,1,,5,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Important
1004450,NA,NA,NA,1,Anti,2,1,NA,NA,NA,NA,103,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,NA,NA,NA,Not important
1004557,5,5,5,1,Anti,2,0,1,NA,NA,1,114,1,,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1004980,3,4,4,1,Anti,1,0,1,NA,1,1,92,1,,4,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,High degree,High degree,Not important
1005062,3,3,3,1,Anti,5,1,NA,NA,NA,NA,114,1,,4,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,Low degree,Important
1005088,4,4,4,1,Anti,4,0,1,NA,NA,1,112,1,,5,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Important
1005092,3,3,3,1,Anti,4,0,1,NA,1,1,104,1,,5,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,Low degree,Important
1005114,4,4,4,1,Anti,3,1,NA,NA,NA,NA,117,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1005133,4,3,4,1,Anti,3,1,NA,NA,NA,NA,109,1,,4,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1005206,2,3,3,1,Anti,5,0,1,NA,1,1,110,1,,3,2,3,2,1,NA,NA,NA,NA,NA,NA,1,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Not important,Low degree,Low degree,Important
1005222,4,4,4,1,Anti,1,1,NA,NA,NA,NA,115,1,,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1005254,3,4,4,1,Anti,4,1,NA,NA,NA,NA,130,1,,4,3,3,2,1,NA,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,High degree,Important
1005302,3,4,3,1,Anti,4,0,1,NA,2,2,123,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,Low degree,Important
1005317,4,3,4,1,Anti,2,0,1,NA,1,1,111,1,,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,Low degree,High degree,Not important
1005358,4,4,4,1,Anti,2,0,1,NA,1,1,212,1,,4,4,4,1,2,1,1,1,1,NA,NA,NA,1,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1005369,4,2,4,1,Anti,4,0,1,NA,1,1,108,1,,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,Low degree,High degree,Important
1005415,3,4,3,1,Anti,2,1,NA,NA,NA,NA,131,1,,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1005434,4,2,3,1,Anti,3,1,NA,NA,NA,NA,148,1,,4,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,Low degree,Low degree,Not important
1005491,4,4,4,1,Anti,3,0,1,NA,1,1,95,3,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1005548,4,3,4,1,Anti,2,0,1,NA,2,2,153,1,,5,4,4,2,1,NA,NA,NA,NA,1,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,High degree,Not important
1005555,4,3,3,1,Anti,2,0,1,NA,1,1,81,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,Low degree,Low degree,Not important
1005569,5,4,NA,1,Anti,1,1,NA,NA,NA,NA,108,1,,3,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,High degree,NA,Not important
1005576,4,4,4,1,Anti,4,0,1,NA,1,1,113,1,,5,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Important
1005605,3,3,3,1,Anti,3,0,1,NA,1,1,120,1,,4,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1005626,2,2,3,1,Anti,NA,0,1,NA,1,1,93,1,,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Not important,Low degree,Low degree,NA
1005706,NA,NA,NA,1,Anti,1,0,NA,NA,10,5,147,1,,4,3,3,2,2,NA,NA,NA,NA,1,NA,1,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,NA,NA,NA,Not important
1005708,4,4,4,1,Anti,2,0,1,NA,1,1,139,3,,5,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1005811,4,4,4,1,Anti,2,1,NA,NA,NA,NA,90,1,,4,5,4,1,2,1,1,1,1,1,1,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1005853,5,3,4,1,Anti,3,0,1,NA,1,1,91,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,Low degree,High degree,Not important
1005917,4,4,4,1,Anti,2,0,1,NA,1,1,90,1,,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1005953,3,2,3,1,Anti,4,1,NA,NA,NA,NA,99,1,,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Not important,Low degree,Low degree,Important
1005963,4,NA,5,1,Anti,NA,0,1,NA,1,2,192,3,,5,4,3,2,1,NA,1,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,NA,High degree,NA
1005964,2,3,3,1,Anti,3,0,1,NA,1,1,87,1,,5,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Not important
1005989,5,2,4,1,Anti,2,0,1,NA,1,1,111,1,,2,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,High degree,Not important
1006029,3,4,3,1,Anti,1,1,NA,NA,NA,NA,102,1,,5,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1006040,4,4,4,1,Anti,3,0,1,NA,1,1,112,1,,4,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1006044,3,3,3,1,Anti,2,0,2,NA,2,2,219,1,,4,2,4,2,1,NA,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1006045,1,3,1,1,Anti,4,0,1,NA,3,3,123,1,,3,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Not important,Low degree,Low degree,Important
1006055,4,3,4,1,Anti,2,0,1,NA,1,1,119,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1006059,4,4,3,1,Anti,5,0,1,NA,1,2,135,1,,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,High degree,Low degree,Important
1006119,4,3,4,1,Anti,3,0,2,NA,1,2,269,3,,4,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,High degree,Not important
1006138,3,3,3,1,Anti,2,0,1,NA,NA,1,112,1,,2,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1006184,3,3,3,1,Anti,3,0,1,NA,1,1,102,1,,4,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
