"","responseid","r13pad1","r13pad2","r13pad3","r13pad4","r13pad5_avsender","r13pad5_sak","r13pad5_utfall","r13pad5_vinner","r13pad5_vinnermargin","r13pad6_ran","r13pad6a","r13pad6b","r13pad7a","r13pad7b","r13pad8a","r13pad8b","Scale_time","time","median"
"2078",1014096,1,2,2,2,5,2,1,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",198,88
"2079",1014102,2,2,1,2,6,2,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",55,88
"2080",1014103,1,3,2,2,4,1,1,2,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",66,88
"2081",1014112,2,4,1,3,1,2,1,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",88,88
"2082",1014128,1,2,2,1,3,2,2,1,2,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",37,88
"2083",1014139,1,1,2,2,6,1,2,2,2,1,2,98,2,98,4,98,"timeTracker2_R13PAD6A",115,88
"2084",1014140,2,4,1,2,7,1,1,2,1,1,2,98,4,98,3,98,"timeTracker2_R13PAD6A",60,88
"2085",1014150,2,3,1,3,1,1,1,2,3,2,98,5,98,5,98,3,"timeTracker2_R13PAD6B",74,88
"2086",1014151,1,4,2,3,1,2,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",124,88
"2087",1014156,1,2,2,2,4,2,1,2,2,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",90,88
"2088",1014167,2,3,2,3,6,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",762,88
"2089",1014172,1,4,1,4,7,1,1,1,2,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",205,88
"2090",1014175,2,4,1,2,6,2,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",159,88
"2091",1014176,1,4,2,3,7,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",152,88
"2092",1014177,1,3,1,4,5,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",212,88
"2093",1014187,2,4,1,4,7,2,1,1,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",47,88
"2094",1014198,1,3,1,2,6,2,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",121,88
"2095",1014200,2,4,2,2,4,2,1,2,1,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",102,88
"2096",1014212,2,4,2,2,7,2,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",131,88
"2097",1014213,1,4,2,3,2,1,1,2,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",67,88
"2098",1014220,2,4,2,3,6,2,2,1,1,2,98,3,98,2,98,1,"timeTracker2_R13PAD6B",254,88
"2099",1014228,1,3,2,1,5,2,1,2,2,2,98,3,98,4,98,4,"timeTracker2_R13PAD6B",70,88
"2100",1014235,1,2,2,2,2,2,1,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",71,88
"2101",1014239,2,1,2,1,6,1,2,2,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",140,88
"2102",1014248,1,4,2,1,1,2,2,1,2,2,98,4,98,4,98,4,"timeTracker2_R13PAD6B",90,88
"2103",1014249,1,3,1,4,6,2,2,1,1,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",80,88
"2104",1014275,2,5,1,3,4,1,1,1,1,1,1,98,2,98,3,98,"timeTracker2_R13PAD6A",431,88
"2105",1014279,1,4,2,3,2,1,2,1,3,2,98,3,98,4,98,4,"timeTracker2_R13PAD6B",62,88
"2106",1014282,1,4,1,3,7,1,1,2,1,1,2,98,3,98,1,98,"timeTracker2_R13PAD6A",64,88
"2107",1014304,1,1,1,5,4,2,1,2,1,1,5,98,5,98,5,98,"timeTracker2_R13PAD6A",77,88
"2108",1014309,2,4,1,2,3,2,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",97,88
"2109",1014331,1,4,2,2,1,2,2,1,1,2,98,2,98,1,98,1,"timeTracker2_R13PAD6B",77,88
"2110",1014346,2,4,2,3,7,2,2,2,3,2,98,2,98,3,98,1,"timeTracker2_R13PAD6B",111106,88
"2111",1014354,2,2,1,1,7,2,2,1,2,1,2,98,2,98,3,98,"timeTracker2_R13PAD6A",141,88
"2112",1014355,2,3,1,4,2,1,2,2,1,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",64,88
"2113",1014366,1,3,2,5,4,1,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",36,88
"2114",1014399,97,5,2,1,5,1,1,2,2,1,5,98,3,98,1,98,"timeTracker2_R13PAD6A",104,88
"2115",1014414,2,3,2,2,7,2,2,2,2,2,98,2,98,1,98,3,"timeTracker2_R13PAD6B",1303,88
"2116",1014415,1,5,1,2,5,2,2,2,3,1,1,98,4,98,1,98,"timeTracker2_R13PAD6A",65,88
"2117",1014428,2,5,2,5,7,2,1,1,3,1,1,98,1,98,2,98,"timeTracker2_R13PAD6A",113,88
"2118",1014434,1,3,2,3,7,2,2,2,3,2,98,4,98,4,98,5,"timeTracker2_R13PAD6B",42,88
"2119",1014435,2,3,1,2,5,1,2,1,2,1,4,98,3,98,3,98,"timeTracker2_R13PAD6A",230,88
"2120",1014443,1,1,2,2,7,2,2,1,3,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",154,88
"2121",1014449,1,3,2,5,4,2,1,2,2,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",111,88
"2122",1014458,2,3,1,3,7,1,2,1,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",46,88
"2123",1014473,2,3,2,3,5,1,1,2,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",73,88
"2124",1014474,1,3,2,2,1,2,1,2,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",56,88
"2125",1014481,2,2,1,4,1,2,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",45,88
"2126",1014483,2,2,1,2,1,2,1,2,1,2,98,2,98,1,98,1,"timeTracker2_R13PAD6B",86,88
"2127",1014485,1,4,2,2,7,2,2,1,2,2,98,3,98,2,98,3,"timeTracker2_R13PAD6B",133,88
"2128",1014490,1,3,2,3,4,1,2,1,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",59,88
"2129",1014491,1,2,2,2,4,1,1,1,3,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",90,88
"2130",1014492,1,3,2,4,1,2,2,1,1,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",53,88
"2131",1014500,2,3,2,2,1,2,2,2,1,2,98,3,98,3,98,4,"timeTracker2_R13PAD6B",43,88
"2132",1014510,2,3,2,3,6,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",38,88
"2133",1014520,2,2,2,2,6,2,1,2,1,2,98,5,98,4,98,1,"timeTracker2_R13PAD6B",100,88
"2134",1014522,1,4,2,2,4,1,2,1,1,2,98,4,98,4,98,2,"timeTracker2_R13PAD6B",117,88
"2135",1014532,2,97,1,2,3,1,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",139,88
"2136",1014533,1,3,1,3,3,2,1,1,1,2,98,2,98,97,98,1,"timeTracker2_R13PAD6B",177,88
"2137",1014544,2,2,2,1,5,2,1,2,3,1,3,98,3,98,4,98,"timeTracker2_R13PAD6A",168,88
"2138",1014546,1,3,2,5,2,2,1,2,1,1,3,98,3,98,5,98,"timeTracker2_R13PAD6A",31,88
"2139",1014556,1,3,2,2,1,1,2,2,3,2,98,3,98,2,98,2,"timeTracker2_R13PAD6B",42,88
"2140",1014560,1,3,2,1,2,1,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",1692,88
"2141",1014561,1,4,2,4,3,2,2,2,3,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",138,88
"2142",1014563,1,2,2,2,4,2,1,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",75,88
"2143",1014593,1,2,2,4,7,1,1,1,3,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",198,88
"2144",1014608,2,2,2,2,2,2,2,2,3,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",87,88
"2145",1014611,1,3,2,3,7,2,1,1,1,1,3,98,4,98,3,98,"timeTracker2_R13PAD6A",94,88
"2146",1014636,1,3,2,3,1,1,1,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",80,88
"2147",1014645,2,3,2,2,4,2,1,1,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",47,88
"2148",1014646,1,2,2,1,3,2,1,2,2,1,5,98,4,98,5,98,"timeTracker2_R13PAD6A",116,88
"2149",1014649,2,3,2,4,5,2,2,1,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",91,88
"2150",1014651,1,2,2,2,2,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",221,88
"2151",1014656,1,4,2,2,3,2,1,2,2,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",93,88
"2152",1014662,1,4,2,5,4,2,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",80,88
"2153",1014664,2,4,2,4,3,2,1,1,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",81,88
"2154",1014666,1,4,2,1,2,2,1,2,2,2,98,4,98,5,98,5,"timeTracker2_R13PAD6B",54,88
"2155",1014673,2,4,2,4,2,2,2,1,2,2,98,2,98,2,98,3,"timeTracker2_R13PAD6B",59,88
"2156",1014675,2,3,2,2,4,2,1,1,3,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",107,88
"2157",1014680,1,2,2,1,6,2,2,2,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",190,88
"2158",1014682,1,3,2,1,7,2,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",112,88
"2159",1014683,2,4,2,2,4,1,1,2,2,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",92,88
"2160",1014701,2,4,2,3,5,2,2,1,2,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",43,88
"2161",1014719,1,4,1,4,3,1,2,2,3,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",48,88
"2162",1014724,1,3,1,2,2,1,1,1,1,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",80,88
"2163",1014727,1,3,1,3,2,1,2,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",189,88
"2164",1014734,2,2,2,2,1,1,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",105,88
"2165",1014738,2,4,2,3,3,2,2,1,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",53,88
"2166",1014743,2,4,2,4,3,2,1,1,3,2,98,4,98,4,98,4,"timeTracker2_R13PAD6B",111,88
"2167",1014744,1,3,2,1,2,1,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",146,88
"2168",1014745,1,2,2,5,1,1,1,1,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",78,88
"2169",1014748,1,3,2,3,5,2,2,1,2,2,98,3,98,2,98,1,"timeTracker2_R13PAD6B",101,88
"2170",1014757,1,4,2,3,5,2,1,1,2,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",99,88
"2171",1014772,1,4,2,5,3,1,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",175,88
"2172",1014773,1,4,2,1,7,1,1,1,1,1,2,98,2,98,3,98,"timeTracker2_R13PAD6A",132,88
"2173",1014777,1,4,2,4,5,1,1,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",73,88
"2174",1014780,2,3,2,2,2,2,1,2,3,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",59,88
"2175",1014784,2,4,1,5,7,1,2,1,2,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",93,88
"2176",1014797,1,4,2,2,3,2,1,1,2,1,1,98,4,98,2,98,"timeTracker2_R13PAD6A",93,88
"2177",1014808,2,4,1,3,3,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",125,88
"2178",1014816,2,4,2,2,6,2,2,2,3,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",80,88
"2179",1014819,1,4,2,3,6,1,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",92,88
"2180",1014827,2,2,1,4,7,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",88,88
"2181",1014830,1,3,2,2,6,1,1,1,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",62,88
"2182",1014856,1,4,1,3,6,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",123,88
"2183",1014862,1,4,2,4,3,2,1,2,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",86,88
"2184",1014867,1,3,1,5,2,2,1,1,3,2,98,4,98,3,98,4,"timeTracker2_R13PAD6B",71,88
"2185",1014875,1,2,1,2,5,2,1,1,3,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",483217,88
"2186",1014881,1,3,2,1,6,2,1,1,2,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",48,88
"2187",1014886,2,2,1,4,1,2,1,1,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",125,88
"2188",1014897,2,4,2,2,2,1,1,2,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",55,88
"2189",1014907,2,4,1,2,6,1,2,2,3,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",118,88
"2190",1014912,1,4,2,2,3,1,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",102,88
"2191",1014918,2,5,2,5,2,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",161,88
"2192",1014930,2,4,2,2,7,2,1,1,2,1,3,98,3,98,4,98,"timeTracker2_R13PAD6A",32,88
"2193",1014942,1,4,2,2,5,1,2,1,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",63,88
"2194",1014952,2,3,2,4,2,2,1,2,3,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",88,88
"2195",1014965,2,3,2,4,1,2,2,1,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",98,88
"2196",1014969,2,4,2,3,5,1,1,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",59,88
"2197",1014975,2,2,2,3,7,2,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",202,88
"2198",1014980,1,4,2,3,1,1,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",68,88
"2199",1014982,2,4,1,3,3,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",60,88
"2200",1014986,1,1,2,1,2,2,2,1,1,1,5,98,4,98,4,98,"timeTracker2_R13PAD6A",155,88
"2201",1014991,1,2,2,2,3,1,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",65,88
"2202",1014992,1,3,2,2,2,2,1,2,3,2,98,4,98,4,98,3,"timeTracker2_R13PAD6B",73,88
"2203",1014995,2,4,2,3,6,1,2,2,1,2,98,2,98,4,98,2,"timeTracker2_R13PAD6B",124,88
"2204",1015007,2,5,2,5,5,2,1,1,2,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",170,88
"2205",1015017,1,4,2,4,6,1,2,2,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",86,88
"2206",1015018,1,3,2,3,7,2,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",89,88
"2207",1015037,2,4,1,4,5,2,2,1,1,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",75,88
"2208",1015044,2,2,1,2,3,1,1,1,3,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",123,88
"2209",1015047,2,3,1,2,3,1,2,1,3,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",29,88
"2210",1015055,1,3,1,4,6,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",97,88
"2211",1015057,2,4,2,5,6,1,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",262,88
"2212",1015063,2,4,2,2,4,1,2,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",232,88
"2213",1015069,1,2,2,4,5,1,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",5368,88
"2214",1015076,1,4,2,4,1,1,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",107,88
"2215",1015078,1,4,2,5,1,2,2,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",93,88
"2216",1015082,1,2,2,1,6,1,2,2,3,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",50,88
"2217",1015089,1,2,2,5,7,2,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",99,88
"2218",1015100,1,4,2,3,1,2,1,1,1,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",57,88
"2219",1015104,97,3,1,4,2,1,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",74,88
"2220",1015112,2,4,2,4,6,2,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",74,88
"2221",1015116,2,3,2,4,2,1,2,1,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",70,88
"2222",1015129,1,3,2,1,5,1,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",200,88
"2223",1015132,1,5,1,5,4,1,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",55,88
"2224",1015136,2,4,2,3,1,2,1,2,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",71,88
"2225",1015139,1,4,1,4,5,1,2,2,2,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",160,88
"2226",1015140,1,1,1,2,6,2,2,1,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",299,88
"2227",1015141,1,2,2,5,4,1,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",152,88
"2228",1015146,1,3,2,2,5,1,2,2,1,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",122,88
"2229",1015149,1,3,2,1,1,1,2,1,2,2,98,3,98,4,98,4,"timeTracker2_R13PAD6B",69,88
"2230",1015152,1,3,2,4,4,2,2,2,1,2,98,1,98,97,98,97,"timeTracker2_R13PAD6B",107,88
"2231",1015153,1,3,2,3,7,2,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",64,88
"2232",1015154,1,2,2,2,7,2,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",197,88
"2233",1015159,1,4,2,1,2,1,1,2,1,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",56,88
"2234",1015161,1,3,1,3,3,2,1,2,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",94,88
"2235",1015166,2,4,2,1,7,1,2,1,3,2,98,97,98,97,98,3,"timeTracker2_R13PAD6B",76,88
"2236",1015167,1,2,2,4,5,2,2,1,2,1,3,98,2,98,3,98,"timeTracker2_R13PAD6A",31,88
"2237",1015172,2,3,1,3,4,1,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",51,88
"2238",1015173,1,3,2,3,2,2,1,2,2,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",142,88
"2239",1015288,1,3,2,2,4,2,1,2,1,2,98,2,98,2,98,4,"timeTracker2_R13PAD6B",190,88
"2240",1015289,1,3,2,3,4,1,1,2,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",111,88
"2241",1015291,1,4,2,3,1,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",89,88
"2242",1015296,2,5,2,1,2,1,2,1,3,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",83,88
"2243",1015305,1,4,2,1,3,2,2,2,3,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",71,88
"2244",1015308,1,3,2,3,3,1,2,2,3,1,1,98,3,98,2,98,"timeTracker2_R13PAD6A",66,88
"2245",1015309,2,4,2,4,2,2,1,1,2,2,98,2,98,2,98,4,"timeTracker2_R13PAD6B",68,88
"2246",1015312,2,3,2,4,2,1,2,2,3,2,98,4,98,4,98,5,"timeTracker2_R13PAD6B",124,88
"2247",1015317,2,3,2,3,1,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",94,88
"2248",1015320,1,2,2,3,4,1,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",164,88
"2249",1015331,2,4,2,3,2,2,1,2,2,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",48,88
"2250",1015335,2,3,2,4,3,2,1,2,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",224,88
"2251",1015337,2,4,2,3,3,1,1,2,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",106,88
"2252",1015338,2,4,2,4,2,2,2,2,3,2,98,1,98,3,98,2,"timeTracker2_R13PAD6B",129,88
"2253",1015341,1,2,2,1,7,1,1,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",96,88
"2254",1015342,2,3,1,4,7,2,2,2,3,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",119,88
"2255",1015343,1,2,2,1,4,2,1,1,1,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",124,88
"2256",1015344,1,4,2,2,5,1,1,1,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",104,88
"2257",1015345,1,5,2,4,6,2,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",46,88
"2258",1015353,1,3,2,1,1,1,2,2,2,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",110,88
"2259",1015354,2,5,1,4,4,1,1,2,3,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",62,88
"2260",1015357,2,5,2,1,6,2,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",65,88
"2261",1015360,1,4,2,2,2,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",54,88
"2262",1015363,97,5,1,2,5,2,2,2,3,2,98,1,98,4,98,1,"timeTracker2_R13PAD6B",95,88
"2263",1015365,2,3,2,2,4,1,2,1,2,2,98,4,98,3,98,3,"timeTracker2_R13PAD6B",47,88
"2264",1015370,2,3,2,4,6,1,1,1,3,2,98,1,98,1,98,5,"timeTracker2_R13PAD6B",101,88
"2265",1015372,1,4,2,2,4,2,2,1,2,2,98,4,98,1,98,2,"timeTracker2_R13PAD6B",79,88
"2266",1015374,1,4,2,2,6,1,2,1,1,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",64,88
"2267",1015379,2,3,1,5,7,1,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",210,88
"2268",1015381,2,3,97,97,4,1,1,2,2,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",172,88
"2269",1015387,1,3,2,1,3,2,2,1,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",69,88
"2270",1015390,1,1,2,1,3,1,2,2,1,2,98,3,98,5,98,3,"timeTracker2_R13PAD6B",75,88
"2271",1015392,2,4,2,4,3,2,2,2,3,2,98,5,98,5,98,4,"timeTracker2_R13PAD6B",53,88
"2272",1015393,1,3,2,2,1,2,1,2,3,2,98,4,98,5,98,5,"timeTracker2_R13PAD6B",59,88
"2273",1015396,2,4,2,3,4,2,2,2,1,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",161,88
"2274",1015407,1,4,2,2,2,2,1,2,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",59,88
"2275",1015410,97,97,97,97,3,2,2,1,1,1,97,98,97,98,97,98,"timeTracker2_R13PAD6A",38,88
"2276",1015411,1,2,2,1,7,2,1,1,1,2,98,3,98,5,98,3,"timeTracker2_R13PAD6B",111,88
"2277",1015414,1,5,2,1,1,1,1,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",84,88
"2278",1015431,1,4,2,4,5,2,1,2,1,1,4,98,3,98,3,98,"timeTracker2_R13PAD6A",114,88
"2279",1015439,2,3,1,4,7,2,2,1,3,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",51,88
"2280",1015442,2,4,1,4,7,2,2,2,2,2,98,2,98,3,98,3,"timeTracker2_R13PAD6B",94,88
"2281",1015445,2,3,1,3,3,2,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",58,88
"2282",1015448,1,3,1,2,6,1,1,2,2,2,98,3,98,2,98,2,"timeTracker2_R13PAD6B",97,88
"2283",1015450,1,1,2,1,7,1,2,2,1,1,2,98,4,98,3,98,"timeTracker2_R13PAD6A",93,88
"2284",1015452,1,3,2,1,1,1,2,1,1,2,98,3,98,2,98,2,"timeTracker2_R13PAD6B",36,88
"2285",1015454,2,3,2,2,2,1,2,2,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",101,88
"2286",1015457,2,2,1,3,5,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",59,88
"2287",1015458,1,3,1,4,7,1,2,2,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",54,88
"2288",1015466,2,3,2,3,7,1,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",75,88
"2289",1015472,1,2,2,4,1,2,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",45,88
"2290",1015474,1,4,2,4,7,2,1,2,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",72,88
"2291",1015476,1,2,2,1,2,2,1,2,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",118,88
"2292",1015477,1,4,2,3,6,1,2,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",161,88
"2293",1015478,1,4,2,2,1,2,1,2,3,1,3,98,4,98,4,98,"timeTracker2_R13PAD6A",56,88
"2294",1015486,2,3,2,5,6,2,2,2,3,2,98,2,98,1,98,1,"timeTracker2_R13PAD6B",84,88
"2295",1015490,2,2,1,2,5,2,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",124,88
"2296",1015493,2,2,2,3,7,2,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",109,88
"2297",1015494,2,4,1,3,4,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",56,88
"2298",1015495,1,4,2,1,2,2,2,2,3,1,2,98,3,98,4,98,"timeTracker2_R13PAD6A",202,88
"2299",1015496,1,4,2,1,4,1,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",32,88
"2300",1015504,2,4,1,1,6,1,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",59,88
"2301",1015517,1,4,2,4,1,2,2,1,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",80,88
"2302",1015520,97,5,2,4,7,1,1,2,1,1,1,98,3,98,1,98,"timeTracker2_R13PAD6A",83,88
"2303",1015540,2,2,1,2,3,1,1,1,1,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",150,88
"2304",1015543,1,4,2,2,2,1,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",97,88
"2305",1015544,1,3,2,2,1,1,2,1,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",5597,88
"2306",1015546,2,4,1,4,5,2,2,2,3,1,3,98,4,98,4,98,"timeTracker2_R13PAD6A",91,88
"2307",1015547,2,3,1,5,6,2,2,1,3,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",65,88
