"","responseid","r13pad1","r13pad2","r13pad3","r13pad4","r13pad5_avsender","r13pad5_sak","r13pad5_utfall","r13pad5_vinner","r13pad5_vinnermargin","r13pad6_ran","r13pad6a","r13pad6b","r13pad7a","r13pad7b","r13pad8a","r13pad8b","Scale_time","time"
"244",1001212,2,3,2,5,6,2,2,1,1,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",79
"245",1001221,1,3,2,1,6,2,2,1,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",150
"246",1001222,1,4,2,2,1,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",129
"247",1001231,1,2,2,2,5,1,1,1,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",2601
"248",1001236,1,4,2,1,5,2,1,1,2,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",75
"249",1001237,1,2,2,4,5,1,2,1,3,2,98,1,98,1,98,5,"timeTracker2_R13PAD6B",75
"250",1001251,1,2,1,5,6,1,2,2,2,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",112
"251",1001263,2,3,2,2,1,2,1,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",87
"252",1001264,1,3,1,3,7,2,1,1,3,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",95
"253",1001265,2,3,2,4,5,1,2,2,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",94
"254",1001267,1,4,2,2,4,2,2,1,3,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",169
"255",1001272,1,1,2,1,7,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",86
"256",1001278,1,4,2,2,3,1,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",81
"257",1001284,1,2,2,2,7,2,1,1,1,1,2,98,2,98,4,98,"timeTracker2_R13PAD6A",86
"258",1001288,2,3,2,4,7,2,1,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",104
"259",1001292,1,4,2,4,4,2,1,2,3,2,98,2,98,4,98,1,"timeTracker2_R13PAD6B",96
"260",1001293,1,3,1,3,7,1,2,2,1,1,1,98,4,98,2,98,"timeTracker2_R13PAD6A",102
"261",1001295,1,4,2,2,1,1,1,1,2,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",65
"262",1001296,1,3,1,4,6,2,1,2,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",61
"263",1001299,2,4,2,2,5,1,2,2,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",56
"264",1001301,2,4,2,4,6,2,1,2,3,1,3,98,3,98,4,98,"timeTracker2_R13PAD6A",79
"265",1001302,1,4,2,2,4,1,1,1,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",43
"266",1001309,1,5,2,4,4,1,1,2,1,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",70
"267",1001312,1,3,2,1,2,2,1,2,3,1,1,98,3,98,3,98,"timeTracker2_R13PAD6A",79
"268",1001313,1,3,2,2,2,2,2,2,2,1,2,98,4,98,4,98,"timeTracker2_R13PAD6A",68
"269",1001315,1,4,2,2,5,1,1,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",76
"270",1001318,1,4,1,4,7,1,2,2,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",90
"271",1001327,2,3,1,3,3,2,2,2,1,1,1,98,4,98,2,98,"timeTracker2_R13PAD6A",54
"272",1001338,1,2,1,4,4,1,1,2,2,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",100
"273",1001353,2,3,1,2,5,1,1,1,1,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",43
"274",1001358,1,3,2,2,5,1,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",62
"275",1001370,2,4,2,1,7,2,1,1,3,1,5,98,5,98,3,98,"timeTracker2_R13PAD6A",39
"276",1001372,1,4,2,4,4,1,1,2,1,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",92
"277",1001380,1,3,2,2,3,2,1,2,3,2,98,2,98,4,98,2,"timeTracker2_R13PAD6B",2083
"278",1001386,2,3,2,3,7,1,2,1,2,2,98,2,98,1,98,1,"timeTracker2_R13PAD6B",5045
"279",1001394,2,2,1,2,1,2,2,2,3,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",85
"280",1001395,97,4,2,3,4,1,2,1,2,1,4,98,5,98,4,98,"timeTracker2_R13PAD6A",81
"281",1001402,1,4,1,3,7,1,1,2,3,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",75
"282",1001405,1,2,1,4,3,2,2,2,3,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",0
"283",1001415,2,4,1,4,1,1,1,2,2,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",83
"284",1001428,1,3,2,4,1,2,2,1,2,1,3,98,4,98,4,98,"timeTracker2_R13PAD6A",55
"285",1001436,2,4,2,3,7,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",104
"286",1001438,1,4,97,4,3,2,1,1,2,1,97,98,97,98,2,98,"timeTracker2_R13PAD6A",117
"287",1001441,1,4,2,1,7,2,2,2,1,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",117
"288",1001446,2,3,1,3,1,2,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",84
"289",1001447,1,2,1,2,2,2,2,2,1,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",198
"290",1001448,2,4,2,3,7,1,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",65
"291",1001455,2,4,1,2,2,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",65
"292",1001456,1,4,2,2,4,2,1,2,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",86
"293",1001457,1,3,2,3,2,1,2,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",170
"294",1001463,1,3,2,2,2,1,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",100
"295",1001464,2,3,2,4,7,2,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",267
"296",1001479,97,2,1,1,6,1,1,2,3,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",113
"297",1001501,2,3,2,3,4,1,1,1,2,2,98,4,98,4,98,5,"timeTracker2_R13PAD6B",163
"298",1001504,1,4,2,4,3,2,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",120
"299",1001510,2,4,2,2,5,2,2,2,2,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",83
"300",1001523,2,3,2,3,4,2,1,2,3,1,4,98,4,98,2,98,"timeTracker2_R13PAD6A",97
"301",1001524,1,3,2,5,7,1,1,2,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",91
"302",1001528,2,1,2,2,1,2,1,2,2,1,1,98,5,98,2,98,"timeTracker2_R13PAD6A",70
"303",1001534,1,4,2,4,5,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",63
"304",1001537,1,3,2,4,3,2,1,2,3,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",508
"305",1001538,1,2,1,3,3,2,2,1,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",85
"306",1001540,1,4,2,3,7,2,1,2,2,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",158
"307",1001545,1,4,2,3,7,1,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",44
"308",1001555,1,3,2,1,4,1,1,1,3,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",62
"309",1001560,1,4,2,4,6,1,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",135
"310",1001561,2,4,1,3,5,2,1,1,1,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",59
"311",1001564,1,4,2,1,3,1,2,2,2,2,98,2,98,4,98,3,"timeTracker2_R13PAD6B",164
"312",1001565,2,4,1,3,7,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",417103
"313",1001570,1,2,2,1,3,1,2,1,3,1,2,98,4,98,5,98,"timeTracker2_R13PAD6A",108
"314",1001574,1,3,1,3,1,1,1,1,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",152
"315",1001580,1,3,2,4,4,2,2,1,1,1,4,98,2,98,4,98,"timeTracker2_R13PAD6A",290
"316",1001583,1,3,2,1,7,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",70
"317",1001587,1,4,2,3,7,1,2,2,1,2,98,3,98,3,98,1,"timeTracker2_R13PAD6B",138
"318",1001589,1,4,2,2,4,1,1,1,2,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",80
"319",1001592,1,4,2,4,6,1,2,1,3,2,98,1,98,5,98,3,"timeTracker2_R13PAD6B",102
"320",1001593,1,5,2,3,1,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",86
"321",1001603,1,4,2,2,5,1,2,1,3,2,98,97,98,97,98,97,"timeTracker2_R13PAD6B",162
"322",1001605,2,3,1,2,1,2,2,2,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",64
"323",1001618,2,4,2,3,6,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",136
"324",1001619,1,3,2,3,7,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",95
"325",1001622,1,3,2,2,3,1,2,2,1,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",23
"326",1001623,1,3,2,3,7,2,1,2,3,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",79
"327",1001627,1,3,2,2,5,1,2,2,1,2,98,1,98,1,98,4,"timeTracker2_R13PAD6B",220
"328",1001631,1,4,2,3,1,1,1,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",137
"329",1001635,2,3,2,3,2,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",70
"330",1001638,1,4,2,3,7,1,2,1,1,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",90
"331",1001642,1,2,2,1,2,2,1,2,1,1,3,98,4,98,4,98,"timeTracker2_R13PAD6A",98
"332",1001646,1,4,2,2,1,2,1,2,3,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",70
"333",1001647,2,4,1,4,6,1,1,2,2,2,98,2,98,3,98,3,"timeTracker2_R13PAD6B",83
"334",1001648,2,4,1,3,2,2,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",5
"335",1001654,2,3,2,3,3,2,2,1,3,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",154
"336",1001664,1,2,2,2,5,2,1,2,3,2,98,2,98,2,98,3,"timeTracker2_R13PAD6B",93
"337",1001680,1,4,2,4,2,2,1,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",118
"338",1001684,1,4,2,2,5,2,2,2,2,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",77
"339",1001685,2,4,2,1,6,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",103
"340",1001687,1,3,2,4,1,1,2,1,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",52
"341",1001692,1,5,2,2,5,1,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",90
"342",1001696,2,4,2,1,7,1,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",146
"343",1001698,1,4,2,5,5,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",67
"344",1001701,2,4,2,2,6,2,1,1,2,1,2,98,97,98,3,98,"timeTracker2_R13PAD6A",0
"345",1001705,1,4,2,4,7,2,1,1,3,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",46
"346",1001710,1,3,2,3,4,2,1,2,2,1,2,98,1,98,2,98,"timeTracker2_R13PAD6A",100
"347",1001712,1,2,2,3,2,1,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",100
"348",1001724,2,4,2,2,5,2,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",55
"349",1001728,2,3,1,4,6,1,2,2,2,2,98,2,98,1,98,2,"timeTracker2_R13PAD6B",168
"350",1001757,1,2,2,1,6,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",144
"351",1001758,2,3,2,3,4,2,1,2,1,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",55
"352",1001759,1,2,2,2,7,2,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",97
"353",1001762,2,3,2,3,5,2,2,2,1,1,3,98,2,98,3,98,"timeTracker2_R13PAD6A",86
"354",1001768,1,3,2,1,2,1,2,1,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",19103
"355",1001772,2,5,2,1,1,2,1,2,2,2,98,5,98,97,98,5,"timeTracker2_R13PAD6B",58
"356",1001773,1,5,2,1,1,2,2,1,1,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",96
"357",1001774,1,4,1,2,5,2,2,1,3,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",101
"358",1001776,2,5,1,4,3,2,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",119
"359",1001781,1,3,2,1,3,2,2,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",332
"360",1001813,2,4,2,3,3,1,1,2,1,2,98,1,98,3,98,3,"timeTracker2_R13PAD6B",156
"361",1001819,1,4,2,3,7,2,2,2,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",97
"362",1001823,1,2,2,1,6,1,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",78
"363",1001827,1,4,2,4,3,1,2,2,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",53
"364",1001828,1,3,2,4,7,2,1,1,3,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",86
"365",1001831,97,4,2,4,1,1,2,1,1,2,98,3,98,3,98,1,"timeTracker2_R13PAD6B",116
"366",1001845,1,2,2,2,5,2,1,2,3,2,98,2,98,3,98,3,"timeTracker2_R13PAD6B",135
"367",1001849,2,3,2,4,7,2,2,2,1,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",114
"368",1001855,2,4,2,4,4,1,2,2,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",83
"369",1001858,1,2,2,1,2,1,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",58
"370",1001860,1,2,1,4,2,2,1,2,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",150
"371",1001861,1,3,2,3,4,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",136
"372",1001864,1,3,2,5,1,2,1,2,3,1,5,98,5,98,4,98,"timeTracker2_R13PAD6A",81
"373",1001869,1,4,2,2,3,2,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",67
"374",1001877,2,5,2,4,4,2,1,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",76
"375",1001878,2,4,2,2,3,2,1,2,1,2,98,5,98,5,98,3,"timeTracker2_R13PAD6B",138
"376",1001879,1,1,2,2,1,2,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",127
"377",1001886,2,2,1,1,3,2,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",55
"378",1001888,1,2,2,1,4,2,2,1,1,1,2,98,1,98,2,98,"timeTracker2_R13PAD6A",163
"379",1001891,2,2,1,2,6,1,2,2,2,2,98,3,98,3,98,1,"timeTracker2_R13PAD6B",149
"380",1001893,1,1,2,1,7,2,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",56
"381",1001896,2,3,2,3,4,1,2,1,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",126
"382",1001909,1,1,2,3,4,2,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",69
"383",1001915,1,2,2,2,2,1,2,2,1,2,98,1,98,3,98,2,"timeTracker2_R13PAD6B",140
"384",1001919,1,2,1,2,3,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",62
"385",1001932,1,2,2,2,5,1,1,2,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",72
"386",1001936,1,4,2,1,6,2,2,1,1,2,98,2,98,1,98,2,"timeTracker2_R13PAD6B",92
"387",1001939,1,1,2,1,1,1,1,1,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",78
"388",1001945,2,1,2,3,5,1,2,1,3,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",116
"389",1001954,1,3,2,2,3,1,1,1,1,2,98,3,98,3,98,1,"timeTracker2_R13PAD6B",89
"390",1001961,1,3,2,4,7,1,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",151
"391",1001962,2,4,2,5,6,2,1,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",95
"392",1001963,1,2,2,1,1,2,1,1,3,1,5,98,5,98,4,98,"timeTracker2_R13PAD6A",67
"393",1001964,1,2,2,2,3,1,2,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",147
"394",1001965,1,2,2,1,3,1,2,1,1,1,5,98,3,98,5,98,"timeTracker2_R13PAD6A",200
"395",1001966,2,4,2,2,7,2,1,1,2,2,98,1,98,1,98,3,"timeTracker2_R13PAD6B",131
"396",1001970,2,3,2,2,6,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",377
"397",1001983,1,4,2,3,4,1,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",77
"398",1002000,1,1,2,5,7,2,2,1,3,2,98,2,98,1,98,1,"timeTracker2_R13PAD6B",102
"399",1002005,1,2,2,2,3,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",71
"400",1002008,1,3,2,4,3,2,2,1,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",113
"401",1002014,2,2,2,4,1,2,2,2,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",101
"402",1002021,1,4,2,3,1,2,2,1,3,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",127
"403",1002031,1,4,2,3,6,2,1,2,3,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",118
"404",1002041,2,3,1,3,1,1,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",86
"405",1002043,2,4,2,4,3,2,2,2,1,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",81
"406",1002054,1,3,2,2,3,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",155
"407",1002057,1,1,2,4,6,2,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",0
"408",1002063,2,3,2,3,6,1,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",153
"409",1002064,1,3,2,2,7,2,2,2,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",107
"410",1002069,1,4,2,3,3,1,2,2,1,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",102
"411",1002073,1,4,2,4,6,1,2,1,1,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",150
"412",1002077,2,97,2,5,1,2,2,1,1,2,98,2,98,1,98,2,"timeTracker2_R13PAD6B",70
"413",1002078,1,2,2,3,5,1,2,1,3,2,98,5,98,5,98,3,"timeTracker2_R13PAD6B",157
"414",1002080,1,4,2,2,4,2,2,1,1,1,4,98,1,98,3,98,"timeTracker2_R13PAD6A",66
"415",1002083,1,4,2,3,2,1,1,2,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",58
"416",1002087,2,3,2,3,6,1,2,2,3,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",85
"417",1002089,1,4,2,3,3,2,1,2,2,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",74
"418",1002098,1,1,1,3,5,1,2,1,1,2,98,2,98,1,98,1,"timeTracker2_R13PAD6B",95
"419",1002105,2,3,2,2,5,2,1,2,1,2,98,2,98,4,98,3,"timeTracker2_R13PAD6B",263
"420",1002107,1,3,2,1,2,2,1,2,2,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",107
"421",1002108,2,3,2,2,4,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",122
"422",1002117,1,4,2,2,1,1,1,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",96
"423",1002121,1,2,2,2,1,2,1,1,3,2,98,2,98,5,98,3,"timeTracker2_R13PAD6B",140
"424",1002125,1,3,2,2,6,2,1,2,2,1,1,98,1,98,2,98,"timeTracker2_R13PAD6A",116
"425",1002134,1,2,1,2,4,2,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",97
"426",1002136,1,3,1,4,2,1,1,1,3,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",63
"427",1002142,2,3,2,2,6,2,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",130
"428",1002146,1,3,2,5,1,1,1,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",91
"429",1002147,2,3,2,2,1,2,2,1,1,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",142
"430",1002148,1,4,2,1,2,1,1,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",58
"431",1002151,2,4,2,2,7,1,1,2,2,1,2,98,2,98,3,98,"timeTracker2_R13PAD6A",105
"432",1002153,1,4,2,4,6,1,1,1,2,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",112
"433",1002154,1,2,2,3,6,2,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",54
"434",1002163,1,3,2,4,2,1,1,2,3,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",165
"435",1002169,2,4,2,4,1,1,2,2,3,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",234
"436",1002172,1,4,2,3,2,1,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",126
"437",1002174,2,3,2,2,5,2,2,1,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",576528
"438",1002177,1,4,1,4,4,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",78
"439",1002179,1,4,1,4,1,1,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",40
"440",1002183,1,3,2,2,2,1,1,1,1,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",122
"441",1002184,1,3,2,3,7,2,1,1,2,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",164
"442",1002187,1,4,2,3,1,2,2,2,2,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",96
"443",1002190,2,4,2,1,4,2,2,2,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",81
"444",1002191,1,2,2,3,7,1,2,1,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",110
"445",1002192,1,1,2,1,2,2,2,2,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",155
"446",1002197,1,3,2,1,2,2,2,2,1,2,98,2,98,5,98,2,"timeTracker2_R13PAD6B",140
"447",1002198,1,2,2,2,6,1,1,1,2,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",82
"448",1002199,1,2,1,3,4,1,2,1,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",34
"449",1002203,2,3,1,3,3,2,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",84
"450",1002212,1,2,2,1,6,2,1,1,2,1,2,98,4,98,4,98,"timeTracker2_R13PAD6A",92
"451",1002213,2,2,2,1,6,1,1,2,1,1,1,98,5,98,3,98,"timeTracker2_R13PAD6A",173
"452",1002216,1,3,2,3,3,2,1,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",94
"453",1002231,2,2,2,1,7,2,2,1,2,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",189
"454",1002232,1,4,1,3,2,2,2,1,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",39
"455",1002238,2,3,2,1,7,1,1,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",178
"456",1002239,1,2,2,5,2,2,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",76
"457",1002242,1,4,2,3,3,2,2,2,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",0
"458",1002245,1,3,2,3,5,1,2,1,2,1,4,98,3,98,3,98,"timeTracker2_R13PAD6A",71
"459",1002258,1,2,2,3,6,1,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",75
"460",1002277,1,3,1,3,7,1,2,1,1,1,2,98,1,98,2,98,"timeTracker2_R13PAD6A",134
"461",1002283,1,1,2,1,7,2,1,1,3,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",132
"462",1002287,1,4,2,2,5,2,1,1,1,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",64
"463",1002294,2,4,2,2,3,1,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",101
"464",1002297,1,3,2,3,4,1,2,1,2,1,1,98,1,98,2,98,"timeTracker2_R13PAD6A",116
"465",1002299,2,2,1,1,5,2,2,1,1,1,1,98,5,98,3,98,"timeTracker2_R13PAD6A",89
"466",1002300,2,4,2,4,1,1,1,2,2,2,98,3,98,4,98,3,"timeTracker2_R13PAD6B",191
"467",1002302,1,3,2,5,3,1,1,2,3,2,98,1,98,3,98,2,"timeTracker2_R13PAD6B",152
"468",1002304,2,4,2,3,4,2,1,2,1,1,3,98,4,98,3,98,"timeTracker2_R13PAD6A",107
"469",1002305,2,3,1,3,1,1,1,2,1,2,98,3,98,2,98,1,"timeTracker2_R13PAD6B",161
"470",1002307,1,3,2,1,5,2,1,1,2,2,98,1,98,5,98,2,"timeTracker2_R13PAD6B",72
"471",1002311,2,3,1,2,4,1,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",152
"472",1002315,1,5,2,5,7,1,2,1,1,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",105
"473",1002318,1,3,2,4,4,1,1,1,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",132
"474",1002321,1,3,2,1,2,1,2,2,3,2,98,1,98,3,98,2,"timeTracker2_R13PAD6B",130
"475",1002327,1,2,2,3,5,2,2,2,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",103
"476",1002334,2,4,1,4,3,1,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",93
"477",1002342,1,3,1,4,4,1,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",147
"478",1002347,1,4,2,4,4,2,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",56
"479",1002352,1,3,2,1,3,2,2,2,1,1,5,98,4,98,5,98,"timeTracker2_R13PAD6A",142
"480",1002353,1,2,2,5,4,1,2,1,2,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",176
"481",1002355,1,2,2,2,1,2,1,2,2,1,3,98,4,98,2,98,"timeTracker2_R13PAD6A",132
"482",1002357,1,2,2,2,1,2,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",100
"483",1002358,1,4,1,2,4,2,1,1,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",90
"484",1002377,2,3,1,1,5,2,1,2,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",5
"485",1002381,1,2,2,5,6,2,1,2,2,2,98,2,98,2,98,3,"timeTracker2_R13PAD6B",91
"486",1002383,1,4,2,3,6,1,2,2,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",0
